Token,FinalTokenMap
AB,AB
SERPL,SERUM
QL,AB
AMP,AMPLITUDE
DONR,BLOOD
IAT,INDIRECT ANTIGLOBULIN TEST
COMP,URINE
SP,SP
REAG,POLY
S,STREPTOCOCCUS
DAT,DIRECT ANTIGLOBULIN TEST
IGG,IGG
IMP,NARRATIVE
POLY,ANTIGLOBULIN
CEFOPERAZONE,CEFOPERAZONE
ISLT,MINIMUM
MIC,INHIBITORY
ST,ST
6MS,6
DEPRECATED,DEPRECATED
SLOPE,SLOPE
ED,VENTRICULAR
E,E
SUP,SUP
W,W
MD,PHYSICIAN
T,BLOOD
AG,AG
REPORTED,REPORTED
ALLERGIES,ALLERGIES
CHILDHOOD,CHILDHOOD
DISEASES,DISEASES
FUNCTIONAL,FUNCTIONAL
INDUSTRIAL,INDUSTRIAL
EXPOSURE,EXPOSURE
KB,DIFFUSION
USE,USE
OCCUPATIONAL,OCCUPATIONAL
PREGNANCIES,HISTORY
PRES,PRESSURE
ILLNESS,ILLNESS
PSYCH,PSYCHOLOGY
SYMPTOMS,PATIENT
SOCIAL,SOCIAL
SURG,SURGERY
PROC,PROCEDURE
DISORDERS,DISORDERS
TRAVEL,TRAVEL
MEDICATIONS,MEDICATIONS
PHYSICAL,PHYSICAL
FINDINGS,FINDINGS
PROCEDURES,PROCEDURES
IDENTIFYING,IDENTIFYING
INFORMATION,INFORMATION
OBSERV,OBSERVED
REVIEW,REVIEW
OVERVIEW,OVERVIEW
MENTAL,MENTAL
PHYS,PHYSICAL
FIND,FINDINGS
ABD,ABDOMEN
BRSTS,BREASTS
GU,GENITOURINARY
HRT,HEART
VESL,VESSELS
OPERATIVE,SURGICAL
NOTE,NOTE
ANESTHESIA,ANESTHESIA
DURATION,DURATION
FLUIDS,NOTE
INDICATIONS,INDICATIONS
POST,POSTERIOR
OP,OUTPATIENT
PRE,SERUM
PREP,PREPARATION
TIME,TIME
SPECIMENS,NOTE
TAKEN,TAKEN
COMPLICATIONS,COMPLICATIONS
FY,FY
A,A
SPECIAL,SPECIAL
CIRCUMSTANCES,CIRCUMSTANCES
INVENTORY,INSTITUTION
O2,OXYGEN
CT,CT
IV,IV
SCNC,PLASMA
MODEL,VENDOR
SERIAL,VENDOR
CLASS,DEVICE
LV,LEFT
EF,VENTRICULAR
RV,RIGHT
AO,AORTA
LA,LATEX
RA,RIGHT
RVOT,RIGHT
TITR,AB
SBT,BACTERICIDAL
CS,COLLABORATIVE STAGING
DA,DANISH
IVC,INFERIOR VENA CAVA
PA,PLATELET
MPA,MAIN PULMONARY ARTERY
PW,PROLIFERATION
SVC,SUPERIOR VENA CAVA
G,HOURS
NG,NG
STL,STOOL
COLLECT,COLLECTION
CEFORANIDE,CEFORANIDE
MLC,LETHAL
POTASSIUM,POTASSIUM
24H,24
EOSINOPHIL,EOSINOPHILS
LEUK,100
NFR,100
SPT,SPUTUM
MANUAL,MANUAL
LYMPHOCYTES,LYMPHOCYTES
CORTIS,CORTISOL
250,PLASMA
UG,UG
ACTH,CORTICOTROPIN
IM,250
MCNC,PLASMA
AG125,AG
ACNC,SERUM
COLOR,COLOR
GP,GROUP
UR,URINE
PROCOLLAGEN,PROCOLLAGEN
BARBITURATES,BARBITURATES
FLUOXETINE,FLUOXETINE
NOR,NORMAL
MOLINDONE,MOLINDONE
NORPROPOXYPH,NORPROPOXYPHENE
SULFAMETHOXAZOLE,SULFAMETHOXAZOLE
TEMAZEPAM,TEMAZEPAM
TRANYLCYPROMINE,TRANYLCYPROMINE
TRIHEXYPHENIDYL,TRIHEXYPHENIDYL
HGB,HEMOGLOBIN
ELPH,TOTAL
MICROTI,MICROTI
SCN,METHOD
PARAPERT,PARAPERTUSSIS
BRUCELLA,BRUCELLA
HSV,HERPES SIMPLEX VIRUS
IGM,IGM
IA,SERUM
HIV1,HIV
RNA,VIRUS
BACTERIA,BACTERIA
AEROBE,IDENTIFIED
CULT,IDENTIFIED
URTH,URETHRA
FFP,FRESH FROZEN PLASMA
GVN,GIVEN
VOL,END
WRIGHT,MICROSCOPIC
GIE,MICROSCOPIC
STN,OBSERVATION
TRI,TRIPLE
GRAM,MICROSCOPIC
WND,WOUND
TEICHOATE, TEICHOATE
ID,IMMUNE DIFFUSION
GM1,GANGLIOSIDE
ASIALO,GM1
SSDNA,DNA
ENDOMYSIUM,ENDOMYSIUM
IGA,IGA
COTININE,COTININE
MCNT,SPECIMEN
ETHANOL,ETHANOL
OPIATES,OPIATES
PCP,PHENCYCLIDINE
BITE,BITE
BLISTER,BLISTER
FRAGMENTS,FRAGMENTS
HELMET,HELMET
IRREG,IRREGULARLY
CONT,CONTROL
MACROCYTES,MACROCYTES
OVAL,OVAL
PENCIL,PENCIL
POLYCHROMASIA,POLYCHROMASIA
DUAL,DUAL
POP,POPULATION
STOMATOCYTES,STOMATOCYTES
TARGETS,TARGET
VAR,VARIANT
NOS,NOS
ALBUMIN,ALBUMIN
CONC,SEMEN
AUTOL,SCREEN
OTHER,OTHER
PROD,PRODUCT
CMV,CYTOMEGALOVIRUS
IG,IMMUNE GLOBULIN
CRYOPPT,CRYOPRECIPITATE
FACT,COAGULATION
IX,FACTOR
VIII,FACTOR
HBV,HEPATITIS
ISG,IMMUNE SERUM GLOBULIN
INJECT, INJECT
SERUM,SERUM
VZIG,VARICELLA
PENTASPAN, PENTASPAN
PLASMA,PLASMA
TRANS, TRANSFUSE
TRANSF,BLOOD
XCHANGE,TRANSFUSE
H,HISTOPLASMA
ERYTHROCYTES, TRANSFUSE
RHOGAM,RH
AE1,AE
IMSTN,STAIN
AE3,AE
CD30,CD30
BR2,BR
C3,COMPLEMENT
C5B9,C5B
CD15,CD15
CD16,CD16
CD20,CD20
CD3,CD3
CD34,CD34
CD56,CD56
CD43,CD43
CD57,CD57
CD11C,CD11C
LCA,LEUKOCYTE COMMON AG
M5, MITOCHONDRIA
1H,SERUM
P,PLASMA
MEAL,PLASMA
10H,10
FAST,OBSERVATION
PROINSULIN,PROINSULIN
12H,12
XYLOSE,XYLOSE
25,25
XYL,POST
PO,G
2H,SERUM
30M,SERUM
6H,SERUM
ACTIN,ACTIN
ALP,ALKALINE
PLAC,PHOSPHATASE
AFP,ALPHA
LACTALB,ALPHA
A1ACT,ALPHA
A1AT,ALPHA
ALA,AMINOLEVULINATE
AL,AMYLOID
PREALB,PREALBUMIN
ANION,ANION
GAP3,GAP
B2MG,BETA
CALCIT,CALCITONIN
CEA,CARCINOEMBRYONIC
HCG,BETA
CGA,CHROMOGRANIN
CG,5000
CHYMOTRYP,CHYMOTRYPSIN
COLLAGEN4,COLLAGEN
DESMIN,DESMIN
NSE,ENOLASE
EMBP,EOSINOPHIL
CD227,CD227
ERA,ESTROGEN
PGRA,PROGESTERONE
FSH,FOLLITROPIN
GASTRIN,GASTRIN
GFAP,GLIAL
GLUCAGON,GLUCAGON
HMB45,HMB
HC,AGE
IGE,IGE
KAPPA,KAPPA
LC,LIGHT CHAINS
KERATIN, KERATIN
LAMBDA,LAMBDA
LH,LUTROPIN
LYSOZYME,LYSOZYME
MBP,MYELIN BASIC PROTEIN
MYOGLOBIN,MYOGLOBIN
PNA,PEANUT
PROLACTIN,PROLACTIN
PSA,PROSTATE SPECIFIC AG
PACP,PROSTATIC
S100,S
SEROTONIN, SEROTONIN
HDNB,HEMOLYTIC
SOMATOSTAT, SOMATOSTATIN
GH,SOMATOTROPIN
SYNAPTOPHYS,SYNAPTOPHYSIN
THYROGLOB,THYROGLOBULIN
TSH,THYROTROPIN
TRYPSIN,TRYPSIN
UEA1,ULEX
VIMENTIN, VIMENTIN
INT,INTERNAL
SUBTYP,SUBTYPE
VI,VESSEL INVASION
XIII,FACTOR
FIBRINOGEN,FIBRINOGEN
CYTO,MICROSCOPIC
ACETOPHENAZINE,ACETOPHENAZINE
AMOXAPINE,AMOXAPINE
METAB,METABOLIC
APROBARBITAL,APROBARBITAL
BRETYLIUM,BRETYLIUM
NORAMIODARONE,DESETHYLAMIODARONE
PROPOXYPH,PROPOXYPHENE
APAP,ACETAMINOPHEN
DIAZOXIDE,DIAZOXIDE
DIGOXIN,DIGOXIN
DIPYRIDAMOLE,DIPYRIDAMOLE
DOXEPIN,DOXEPIN
GLIPIZIDE,GLIPIZIDE
GLYBURIDE,GLYBURIDE
MEPIVACAINE,MEPIVACAINE
METHARBITAL,METHARBITAL
METHSUXIMIDE,METHSUXIMIDE
NORMEPERIDINE,NORMEPERIDINE
NORMEPHENYTOIN,NORMEPHENYTOIN
NORMETHSUXIMIDE,NORMETHSUXIMIDE
PRIMIDONE,PRIMIDONE
PHENOBARB,PHENOBARBITAL
PHENYTOIN,PHENYTOIN
FREE,FREE
MFR,HEMOGLOBIN
PIRMENOL,PIRMENOL
TRIAMTERENE,TRIAMTERENE
TRICYCLICS,TRICYCLIC
FL,AGE
CCNC,PLASMA
ACROSIN, ACROSIN
SPRM, ACROSIN
QN,AB
ATPASE,ADENOSINE
ATP,ADENOSINE
SMN,SEMEN
CALCIUM,CALCIUM
CARNITINE,CARNITINE
CERV,CERVICAL
MUCUS,AB
CITRATE,CITRATE
CLARITY,CLARITY
CONSISTENCY,CONSISTENCY
EJAC,SEMEN
FERNING,FERNING
FRUCTOSE, FRUCTOSE
GGT,GAMMA GLUTAMYL TRANSFERASE
IMM,IMMATURE
GERM,CELLS
GLUCOSIDASE,ACID
GPC, GLYCEROPHOSPHOCHOLINE
LIQUEFACTION,LIQUEFACTION
ENTITIES,NUMBER
PH,PH
PROSTAGLANDIN,PROSTAGLANDIN
F1A,F1
PROT,PROTEIN
RND,ROUND
SEX,SEX
ABSTIN, SEXUAL
SPERMATOGONIA,SPERMATOGONIA
SPERMATIDS,SPERMATIDS
SAB,SEMEN
SCB,SEMEN
SPERMATOCYTES,SPERMATOCYTES
SECONDARY,SECONDARY
SPERM,SPERMATOZOA
PYRIFORM,PYRIFORM
TAPERING,TAPERING
PEN,PENETRATION
KREMER,MUCOSA
PCT,DIAMETER
ABNORM,ABNORMAL
MIDPIECE,MIDPIECE
TAIL,TAIL
AGGLUTINATED,AGGLUTINATED
AMORPHOUS,AMORPHOUS
COILED,COILED
CYTOPLASMIC, CYTOPLASMIC
DROP,DROPPINGS
DUPLICATE,DUPLICATE
IMMOTILE,IMMOTILE
LG,LARGE
VIABLE,VIABLE
MOTILE,MOTILE
IBT,SPERMATOZOA
NONPROG,NONPROGRESSIVE
NORM,NORMAL
PIN,PIN
RAPID,RAPID
ROUND,ROUND
SLOW,FOR
SWELLING,SWELLING
VACUOLATED,VACUOLATED
SPINNBARKEIT,SPINNBARKEIT
TESTOST,TESTOSTERONE
TME,TIME
TIL,UNTIL
NXT,NEXT
MENST,MENSTRUAL
ZINC,ZINC
C1INH,COMPLEMENT
TOTAL,IGE
ACANTHAMOEBA,ACANTHAMOEBA
NIGHT,YOUR
BLUE,BLUE
STAIN,STAIN
THERM,THERMOPHILIC
ACTINO,ACTINOMYCETES
CC,COLONY COUNT
HADV40,ADENOVIRUS
41,CLARITHROMYCIN
EM,VIRUS
AMOEBA,AMOEBA
ASPIRATE,ASPIRATE
INSECT,ARTHROPOD
FUMIGATUS,FUMIGATUS
IF,IMMUNOFLUORESCENCE
HASTV,ASTROVIRUS
BABESIA,BABESIA
THICK,WALL
FILM,BLOOD
THIN,MICROSCOPIC
CALICIVIRUS,CALICIVIRUS
CANDIDA,CANDIDA
C,C
PNEUM,PNEUMONIAE
BRO,BRONCHIAL
CLOTRIMAZOLE,CLOTRIMAZOLE
COCCIDIA,COCCIDIA
ACID,MICROSCOPIC
NEOFORM,NEOFORMANS
CYANOBACTERIUM,CYANOBACTERIUM
WAT,WATER
MICRO,LIGHT
CYCLOSPORA,CYCLOSPORA
DINOFLAGELLATE,DINOFLAGELLATE
FILARIA,FILARIA
FUNGUS,FUNGUS
FM,TISSUE
ANIM,ANIMAL
INOC,ANIMAL
TAPE,TAPE
LAMBLIA,LAMBLIA
WORM,HELMINTH
ORCEIN,TISSUE
HCV,HEPATITIS C VIRUS
HSV1,HERPES
JK,JK
HSV2,HERPES
PRB,CAPTURE
HYDATID,HYDATID
LEISHMANIA,LEISHMANIA
KOH,MICROSCOPIC
MICROSPORID,MICROSPORIDIA
MOD,US
TOXIC,TOXIC
IDENTIFIED,IDENTIFIED
VOM,RNA
NAEGLERIA,NAEGLERIA
NOROVIRUS,NOROVIRUS
NYSTATIN,NYSTATIN
ONCHOCERCA,ONCHOCERCA
ORTHOPOXVIRUS,ORTHOPOXVIRUS
O,O
KINYOUN,STOOL
IH,IH
HPV,HUMAN PAPILLOMA VIRUS
PICORNAVIRUS,PICORNAVIRUS
FALCIPARUM,FALCIPARUM
PLASMODIUM,PLASMODIUM
VIVAX, PLASMODIUM
PNEUMOCYSTIS,PNEUMOCYSTIS
PROTOTHECA,PROTOTHECA
SCHISTOSOMA,SCHISTOSOMA
URNS,URINE
STRONGYLOIDES,STRONGYLOIDES
SOL,SOLIUM
IB,IMMUNOBLOT
TERBINAFINE,TERBINAFINE
TOROVIRUS,TOROVIRUS
GONDII,GONDII
TRICHOMONAS,TRICHOMONAS
TRYPANOS,TRYPANOSOMA
CEFOTAXIME,CEFOTAXIME
VZV,VARICELLA ZOSTER VIRUS
VIRAL,VIRAL
SEQ,TISSUE
VIRUS,VIRUS
ALUMINUM,ALUMINUM
HISTOMORPH,OBSERVATION
TFS,OBSERVATION
PUCHTLER,OBSERVATION
BENN,BENNHOLD
HIGHMAN,OBSERVATION
VASSAR,OBSERVATION
CULLING,TISSUE
BILE,BILE
FOUCHET,OBSERVATION
VON,VON
KOSSA,TISSUE
COLLAGEN,COLLAGEN
ELASTIC,FIBERS
LVG,LEFT
VVG,FIBERS
VG,VG
CONN,CONNECTIVE
MASSON,MICROSCOPIC
COPPER,COPPER
RHODAMINE,MICROSCOPIC
SUDAN,OBSERVATION
GROCOTT,OBSERVATION
MS,LC
GLIAL,GLIAL
FIBERS,FIBERS
HOLZER,OBSERVATION
HEM,HEMATOLOGY
NUC,NUCLEATED
ELEM,FORMED
MGG,OBSERVATION
IRON,IRON
GOMORI,OBSERVATION
HEMOSIDERIN, HEMOSIDERIN
BLACK,BLACK
SILV,MICROSCOPIC
AE,ADVERSE EVENT
SULF,SULFISOXAZOLE
PAS,PARA
AR,AUTOREFRACTOR
ARGENTAFFIN,MICROSCOPIC
AURAMINE,OBSERVATION
AZURE,MICROSCOPIC
EOSIN,OBSERVATION
BF,BF
BIELSCHOWSKY,MICROSCOPIC
BLEACH,MICROSCOPIC
BODIAN,MICROSCOPIC
BROWN,YOU
BRENN,OBSERVATION
BE,BE
CARMINE,CARMINE
BEST,BEST
CAE,MICROSCOPIC
CHURUKIAN,MICROSCOPIC
SCHENK,OBSERVATION
CR,CREATINE
CV,COXSACKIEVIRUS
FITE,MICROSCOPIC
FARACO,OBSERVATION
3,3
MICRON,GIEMSA
GRIDLEY,MICROSCOPIC
HANSEL,NOSE
HARRIS,HARRIS
REGR,EOSIN
MAYERS,HEMATOXYLIN
PROGR,EOSIN
MALLORY,MICROSCOPIC
HEIDENHAIN,OBSERVATION
JONES,JONES
JS,JS SUP
MG,MG
PYRONINE,OBSERVATION
Y,Y
MV,MITRAL
MUCICARM,TISSUE
NR,MICROSCOPIC
ORO,MICROSCOPIC
MOVAT,MICROSCOPIC
PENTACHROME,OBSERVATION
DIASTASE,PERIODIC
DIGEST,ACID
PTAH,MICROSCOPIC
PRUSSIAN,MICROSCOPIC
QUINACRINE,QUINACRINE
FLUOR,RECEPTOR
RET,CLOCK
SAFRANIN,IDENTIFIED
SCH,MICROSCOPIC
SEVIER,MICROSCOPIC
MUNGER,OBSERVATION
IMPREG,OBSERVATION
DIETERLE,SILVER
NITRATE,OBSERVATION
GRIMELIUS,MICROSCOPIC
STEINER,MICROSCOPIC
SV,VENTRICULAR
TETRACHROME,MICROSCOPIC
TBO,MICROSCOPIC
WHEATLEY,OBSERVATION
WADE,MICROSCOPIC
WS,MICROSCOPIC
MUCIN,MUCIN
MAYER,MAYER
MPS,MUCOPOLYSACCHARIDOSIS
HALE,OBSERVATION
COLLOID,TISSUE
FE,FLEXION
MYELIN,MYELIN
BDP,MYELIN
LFB,PRODUCTS
NISSEL,NISSEL
CEV,CALIFORNIA ENCEPHALITIS VIRUS
RETICULUM,RETICULUM
URATE,URATE
CRY,CRYSTALS
DE,OBSERVATION
GALANTHA,TISSUE
SILICON,SILICON
DEPRECATEDSURGICAL,DEPRECATED
OPERATION,OPERATION
COMPLI,NOTE
15M,SERUM
50,50
LAC,POST
7H,SERUM
75,5
GLC,POST
CALC,CALCULATED
LPA,LIPOPROTEIN
NIACIN,NIACIN
ORGANIC,ORGANIC
ACIDS,ACIDS
PHOSPHOSERINE,PHOSPHOSERINE
TROPONIN,TROPONIN
ATROPINE,ATROPINE
METHAZOLAMIDE,METHAZOLAMIDE
HLA, HLA
DQ1, HLA
DQ2, HLA
DQ3, HLA
DQ4, HLA
BURGDOR,BURGDORFERI
CHLAMYDIA,CHLAMYDIA
CAYETANENSIS,CAYETANENSIS
COLI,COLI
O157H7,O157
BELLI, ISOSPORA
KINY,ACID
MICROFILARIA,MIDROFILARIA
PR,CONTRAST
BM,BASEMENT MEMBRANE
IC,IMMUNE COMPLEX
RAJI,SERUM
ICS,INTERCELLULAR
SULFATIDE,SULFATIDE
BACITRACIN,BACITRACIN
3H,SERUM
4H,SERUM
5H,PLASMA
BS,SERUM
B2,BETA 2
MICROGLOB,2
MRATE,URINE
BOMBESIN,BOMBESIN
CARN, CARNITINE
ESTERS, CARNITINE
PB,PB
IODINE,IODINE
ISOVALERYLGLY, ISOVALERYLGLYCINE
MAGNESIUM,MAGNESIUM
PENTA, PENTACARBOXYLPORPHYRINS
CP, HEPTACARBOXYLPORPHYRIN
PHENOLPHTHALEIN, PHENOLPHTHALEIN
PHOSPHATE,PHOSPHATE
PORPHYRINS,PORPHYRINS
PYD,PYRIDINOLINE
LIPASE,LIPASE
BISACODYL, BISACODYL
OXYPHENISATIN, OXYPHENISATIN
PENTOXIFYLLINE, PENTOXIFYLLINE
TRENBOLONE, TRENBOLONE
NIGER,NIGER
DIFF,DIFFERENTIAL
TOX,TOXIN
EEEV,EASTERN
AMDINOCILLIN,AMDINOCILLIN
HIV2,HIV
GP125,2
GP36,2
HYALURONIDASE, HYALURONIDASE
LACV,LA
SLEV,SAINT
PNEUM7,PNEUMONIAE
BENZIDINE, BENZIDINE
BORATE,BORATE
DICHLOROBENZIDINE, DICHLOROBENZIDINE
4,4
MBOCA,METHYLENE
ME, METHYLPHENIDATE
ENEDIAM, METHYLENEDIAMINE
PLATINUM, PLATINUM
K,K
ANISAKIS,ANISAKIS
BAMBOO,BAMBOO
SHOOT,SHOOT
TROPICALIS,TROPICALIS
BSA,FILTRATION
BROMELIN,BROMELIN
STARFRUIT,STARFRUIT
CHUB,CHUB
MACKEREL,MACKEREL
DEER,DEER
EPITH,EPITHELIUM
ELK,ELK
MEAT,MEAT
FENNEL,FENNEL
FRESH,FRESH
SEED,SEED
FISH,FISH
DAPHNIA,DAPHNIA
TETRAMIN,TETRAMIN
GUAR,GUAR
GUAVA,GUAVA
HORSE,HORSE
MARE,MARE
MARJORAM,MARJORAM
MED,MEDICINE
FLOUR,FLOUR
MOTH,MOTH
WHIFF,WHIFF
COW,COW
BOILED,BOILED
POWDER,POWDER
COCKSPUR,COCKSPUR
MINK,MINK
OCTOPUS,OCTOPUS
PAPAIN,PAPAIN
PASSION,PASSION
FRUIT,FRUIT
PERSIMMON,PERSIMMON
PIGEON,PIGEON
M,MYCOPLASMA
FURFUR,FURFUR
REINDEER,REINDEER
SERICIN,SERICIN
SWINE,SWINE
TIMOTHY,TIMOTHY
PINE,PINE
NUT,NUT
LEAF,LEAF
SHORT,SHORT
SLASH,SLASH
VIRG,VIRGINIA
SCRUB,SCRUB
PLAICE,PLAICE
RABBIT,RABBIT
SAGBRSH,SAGEBRUSH
CITROVIRENS,CITROVIRENS
17OHP,17
STRIP,GRADIENT
CYS, HOMOCYSTEINE
HCYS, HOMOCYSTINE
GAL1PUT,GALACTOSE
3ME,3
DESMETHYLENCAINIDE,O
5,5
FLUOROCYTOSINE,FLUOROCYTOSINE
KP,KP
6MAM,6
ALPRAZ,ALPRAZOLAM
AMITRIP,AMITRIPTYLINE
CARISOPRODOL,CARISOPRODOL
CEPHAPIRIN,CEPHAPIRIN
CLONIDINE,CLONIDINE
DEMECLOCYCLINE,DEMECLOCYCLINE
NOMO,NORPARAMETHADIONE
DICLOXACILLIN,DICLOXACILLIN
DOXAPRAM,DOXAPRAM
DOXYCYCLINE,DOXYCYCLINE
FLUCONAZOLE,FLUCONAZOLE
FLUVOXAMINE,FLUVOXAMINE
ITRACONAZ,ITRACONAZOLE
KETOCONAZOLE,KETOCONAZOLE
METRONIDAZOLE,METRONIDAZOLE
NORCLOZAPINE,NORCLOZAPINE
NAFCILLIN,NAFCILLIN
NALTREXONE,NALTREXONE
NEOMYCIN,NEOMYCIN
OXYCODONE,OXYCODONE
PMO, PARAMETHADIONE
PROMETHAZINE,PROMETHAZINE
PZA,PYRAZINAMIDE
SCOPOLAMINE, SCOPOLAMINE
TICLOPIDINE,TICLOPIDINE
TRIMETHOPRIM,TRIMETHOPRIM
EBV,EPSTEIN BARR VIRUS
VCA,BARR
NAA,NAA
REOVIRUS,REOVIRUS
CF,COMPLEMENT
DSDNA,DNA
GHBP,SOMATOTROPIN
PEROXIDASE,MICROSCOPIC
TRAP,PHOSPHATASE
TDT,TERMINAL DEOXYRIBONUCLEOTIDYL TRANSFERASE
MEC,MECONIUM
BENZODIAZ,BENZODIAZEPINES
METHADONE,METHADONE
METHAQUALONE,METHAQUALONE
45M,SERUM
TRH,POST
ACHR,ACETYLCHOLINE
BIND,PLASMA
ADENYLATE,ADENYLATE
KINASE,KINASE
ALDOLASE,ALDOLASE
NAGA,N
BETA,BETA
GAMMA,GAMMA
TOCOPHEROL,TOCOPHEROL
CRP,C REACTIVE PROTEIN
F,F
CREAT,CREATININE
DIALYSIS,PLASMA
CRYOFIB,CRYOFIBRINOGEN
DPGM,DIPHOSPHOGLYCERATE
ENOLASE,ENOLASE
EPINEPH,EPINEPHRINE
GPI,GLUCOSE PHOSPHATE ISOMERASE
GAPD,GLYCERALDEHYDE
OH, HYDROXYPROLINE
PROLINE, HYDROXYPROLINE
KETAMINE,KETAMINE
LDH,LACTATE
LDLC,CHOLESTEROL
HDLC,CHOLESTEROL
MELATONIN,MELATONIN
VRATE,URINE
MPGM,MONOPHOSPHOGLYCEROMUTASE
PFK,PHOSPHOFRUCTOKINASE
PGK,PHOSPHOGLYCERATE
REDUCING, REDUCING
SUBS, REDUCING
11,11
DEHYDRO,DEHYDRO
TBX2,THROMBOXANE
T4,THYROXINE
ALB,ALBUMIN
BND,BOUND
TPI,TRIOSEPHOSPHATE
BUN,UREA
URO,UROPORPHYRINOGEN
BLEEDING,BLEEDING
BUTALBITAL,BUTALBITAL
DES, DESFLURANE
FENTANYL,FENTANYL
NORFENTANYL,NORFENTANYL
HCV5,HEPATITIS
SOD,SUPEROXIDE
GP80,2
P26,I
P53,P53
P56,2
P68,2
REAGIN,REAGIN
HU,NEURONAL
ENA,SJOGRENS
SM,EXTRACTABLE
CHLORDANE,CHLORDANE
DDE, DICHLORODIPHENYLDICHLOROETHYLENE
DDT,DICHLORODIPHENYLTRICHLOROETHANE
DIELDRIN,DIELDRIN
LINDANE, LINDANE
LB,LARGE BORE
MALAOXON,MALAOXON
METHOXYCHLOR, METHOXYCHLOR
TTCE, TETRACHLOROETHYLENE
SNV,SYNOVIAL
HPF,SEDIMENT
AREA,AREA
CL,CONTACT LENS
NEUTS,BAND
BAND,FORM
BASO,BASOPHILS
NORMOBLASTS,NORMOBLASTS
BASOPHILS,BASOPHILS
LE,LOWER EXTREMITY
VARIANT,VARIANT
LYMPHS,LYMPHOCYTES
MASTS,MAST
MEGAKARYOCYTES,MEGAKARYOCYTES
METAMYELOCYTES,METAMYELOCYTES
MYELOBLASTS,MYELOBLASTS
MYELOCYTES,MYELOCYTES
NEUTROPHILS,NEUTROPHILS
ORTHO,ORTHOPAEDIC
PROMYELOCYTES,PROMYELOCYTES
PROLYMPHOCYTES,PROLYMPHOCYTES
PROMONYCYTES,PROMONOCYTES
FR,100
PRONORMOBLASTS,PRONORMOBLASTS
PLAT, PLATELET
MORPH,MORPHOLOGY
SEG,GENE
ERYTHROBLASTS,NORMOBLASTS
EARLY,RATE
BILIRUB,BILIRUBIN
FCA,CATECHOLAMINES
LATE,ORTHOCHROMIC
MYELOID,MYELOID
ERYTHROID,ERYTHROID
METANEPH,METANEPHRINE
SRATE,URINE
100,100
HVA,HOMOVANILLATE
5OH,5
INDOLEACETATE,HYDROXYINDOLEACETATE
SODIUM,SODIUM
CEFOTETAN,CEFOTETAN
BLASTS,BLASTS
HCT,HEMATOCRIT
VFR,AIRWAY
CHOLINESTERASE,CHOLINESTERASE
ALKALASE,ALKALASE
LACTOGLOB,LACTOGLOBULIN
WHEAT,WHEAT
BRAN,BRAN
COCOA,COCOA
CARAGEENAN,CARAGEENAN
CREAM,CREAM
CHINCHILLA,CHINCHILLA
ARCUATUS,ARCUATUS
COCKATIEL,COCKATIEL
ARIZONA,ARIZONA
CYPRESS,CYPRESS
DEMATIACEAE,DEMATIACEAE
ERYTHROMYCIN,ERYTHROMYCIN
FERRET,FERRET
FIG,FIG
GRAIN,GRAIN
WEEVEL,WEEVEL
SATIVUM,SATIVUM
GALACTOSIDASE, BETA
LINDEN,LINDEN
LUPIN,LUPIN
LYCOPODIUM,LYCOPODIUM
MACADAMIA,MACADAMIA
SCAD,SCAD
MAXATASE,MAXATASE
FOXTAIL,FOXTAIL
MILLET,MILLET
FREQUENTANS,FREQUENTANS
CAYENNE,CAYENNE
JALEPENO,JALEPENO
PEPPER,PEPPER
MINT,MINT
POLLOCK,POLLOCK
PROTAMINE,PROTAMINE
PUMPKIN,PUMPKIN
RAPE,RAPE
POLN,POLLEN
RAPESEED,RAPESEED
ORANGE,ORANGE
ROUGHY,ROUGHY
SARDINE,SARDINE
PILCHARD,PILCHARD
SHARK,SHARK
SILVER,SILVER
ESCARGOT,ESCARGOT
SUCCINYLCHOLINE,SUCCINYLCHOLINE
TARRAGON,TARRAGON
PULLULANS,PULLULANS
U,POST
CHARTARUM,CHARTARUM
PAPER,PAPER
WASP,WASP
18OH,18
DOC,DOCUMENT
ANF,ATRIAL NATRIURETIC FACTOR
GLUCURONIDASE,GLUCURONIDASE
CO2,CARBON
COPRO,COPROPORPHYRIN
D,D
DPD,DEOXYPYRIDINOLINE
HEXAPOR,HEXAPORPHYRIN
MICROALBUMIN,MICROALBUMIN
STR,STEREOTACTIC
BJ,IMMUNOGLOBULIN
PROTEIN,MONOCLONAL
X,X
PETN,PHOSPHOETHANOLAMINE
PRORENIN, PRORENIN
PK,PYRUVATE KINASE
UROPOR,UROPORPHYRIN
METHYLDOPA,METHYLDOPA
AMOBARBITAL,AMOBARBITAL
ASTEMIZOLE,ASTEMIZOLE
BROMOCRIPTINE,BROMOCRIPTINE
BROMPHENIRAMINE,BROMPHENIRAMINE
GEMFIBROZIL,GEMFIBROZIL
HYDRALAZINE,HYDRALAZINE
HYDROXYZINE,HYDROXYZINE
HYOSCYAMINE, HYOSCYAMINE
MERCAPTOPURINE,MERCAPTOPURINE
MORPHINE,MORPHINE
ORPHENADRINE,ORPHENADRINE
OXYMORPHONE,OXYMORPHONE
PERGOLIDE, PERGOLIDE
PHENACEMIDE, PHENACEMIDE
PHENYLETHYLMALONATE,PHENYLETHYLMALONATE
PIROXICAM,PIROXICAM
TACROLIMUS,TACROLIMUS
DUCREYI,DUCREYI
HAEM,HAEMOPHILUS
